i,n_samples,noise,SR,SR_time,TPOT,TPOTSR,AK,AKSR,LR,timeTPOT,timeTPOTSR,timeAK,timeAKSR,meanguess,generations,function_set,epochs,max_TPOT_time,TPOT_maximizer,AK_maximizer,polynomial,n_variables,n_terms,degree,best_pars_coef,y_std,y_mean,y_abs_mean,y_range,r2
576,5000,0.03,0.03869814,29.83867073,0.179657197,0.038742167,0.113526308,0.047181811,2.124992648,600.5186336,603.2011967,51.62545109,34.52859259,2.116309068,50,"['add', 'sub', 'mul', 'div']",,10,0.179657197,0.047181811,x1*x3*(x2 + 1),3,2,1,0.01,2.0508,-0.0257,1.2565,20.364,-0.009041387
577,5000,0.03,4.201223165,27.16768241,1.841514682,1.872092455,1.050989556,1.034794818,4.212902037,601.6932571,600.8354585,453.2044377,501.7558436,4.201163265,50,"['add', 'sub', 'mul', 'div']",,10,1.872092455,1.034794818,x2*x3*x4*x5*(2*x1 + 1),5,3,1,0.03,4.2835,0.0622,2.0978,72.828,-0.005617789
578,5000,0.03,0.058822649,45.57844758,1.397814477,0.058776532,0.738208417,0.066362985,4.80120113,604.8412957,608.001617,304.161196,85.53355479,4.793980267,50,"['add', 'sub', 'mul', 'div']",,10,1.397814477,0.066362985,x1*x2*x3*x4**2*(x1 + 1),4,2,2,0.005,5.1486,0.0588,1.9622,140.12,-0.003617408
579,5000,0.03,45.47495555,34.59844351,35.02523267,26.92734216,29.83918385,23.0724798,52.65905767,633.6303277,603.5191216,741.5738947,61.3568604,52.67217742,50,"['add', 'sub', 'mul', 'div']",,10,26.92734216,29.83918385,x1**3*x2**3*x3**3*x5 + x1*x2**3*x4**3*x5**2 + x1*x2**3*x5**3 + x3**3,5,4,3,0.03,41.343,-0.0271,13.448,1271.5,-0.002798919
580,5000,0.03,0.120832562,26.83908725,0.120949099,0.120846502,0.127418498,0.123973005,0.120957799,600.0975225,600.4314556,33.08234525,19.64692354,4.611286947,50,"['add', 'sub', 'mul', 'div']",,10,0.120949099,0.123973005,4*x1,1,4,1,0.005,4.6453,0.0329,4.0359,16.336,0.999311755
581,5000,0.03,4.939946461,28.32612443,1.140080235,1.62447841,1.507345044,1.030231208,12.17914679,620.0281467,603.3050332,267.2562788,240.9700625,12.82541472,50,"['add', 'sub', 'mul', 'div']",,10,1.62447841,1.030231208,x2*(x1**3*x2**2*x3 + x1**2*x3**2 + 1),3,3,3,0.005,11.782,0.0829,4.7432,249.21,0.097434954
582,5000,0.03,7.09987044,30.94392157,6.080220082,4.008216012,3.739503928,2.710920555,17.36592512,604.3046162,788.1681592,369.4358127,420.4438632,17.37574239,50,"['add', 'sub', 'mul', 'div']",,10,4.008216012,2.710920555,x1**2*x3**2 + x1*x2**3*x3**3 + x1*x2*x3*x4**2 + x2*x3**3*x4**3 + x4**2,4,5,3,0.005,15.905,3.122,7.6454,322.73,0.001124162
583,5000,0.03,2.204930211,28.30950165,0.806176885,0.445154931,0.214511919,0.212484519,4.480992683,604.9272957,604.9849138,278.4385452,158.972343,5.843243421,50,"['add', 'sub', 'mul', 'div']",,10,0.445154931,0.214511919,x1*x4**2*(x1*x4 + x3),4,2,3,0.005,5.9909,-0.1092,2.8133,78.264,0.41118358
584,5000,0.03,0.051735194,26.65683508,0.051741403,0.051746834,0.065216515,0.057663129,1.193581886,603.8146417,606.2781811,44.46753335,46.1254704,1.700051689,50,"['add', 'sub', 'mul', 'div']",,10,0.051741403,0.057663129,x1 + x4**2,4,2,2,0.005,1.6404,1.2996,1.6838,7.8872,0.506651849
585,5000,0.03,0.147613214,28.80760026,0.147867858,0.14780544,0.153575843,0.15059892,0.147818117,603.4021108,601.6197169,25.20594525,24.39915967,5.882064546,50,"['add', 'sub', 'mul', 'div']",,10,0.14780544,0.15059892,5*x1,1,5,1,0.01,5.8547,0.0862,5.0876,20.379,0.999367846
586,5000,0.03,0.037348054,27.21648002,0.037684573,0.037485146,0.044715865,0.039318015,1.31489447,636.8907869,600.1506805,30.90301991,21.5257926,1.760162243,50,"['add', 'sub', 'mul', 'div']",,10,0.037684573,0.039318015,x1*(x2 + 1),2,2,1,0.005,1.7829,-0.012,1.2734,11.897,0.440386343
587,5000,0.03,0.165514717,32.30193138,1.247220178,0.165377656,0.378140343,0.180323104,6.795926307,602.3996463,604.7021117,237.3961532,110.0525103,9.354883902,50,"['add', 'sub', 'mul', 'div']",,10,1.247220178,0.180323104,x1*(x1**2*x2**2 + x2**3 + x2**2*x3**2 + x3**2),3,4,3,0.005,9.92,-0.099,5.6867,122.42,0.472246796
588,5000,0.03,11.23872981,28.79468083,7.166213267,6.533397646,4.345788935,4.509451224,11.28356263,600.1186399,601.8204248,491.8316965,428.8042352,11.71171211,50,"['add', 'sub', 'mul', 'div']",,10,7.166213267,4.345788935,x1**3*x2 + x1**3 + x1**2*x2**2*x3**2*x4*x5**2 + x1*x2**2*x3*x4*x5**3 + x3**2*x5,5,5,3,0.005,13.686,0.0342,5.4738,498.47,0.071621675
589,5000,0.03,1.784980865,27.69767857,0.736810277,0.676811824,0.274484762,0.31631133,3.267937537,611.9526515,600.5525661,150.3967178,234.0638299,3.667024103,50,"['add', 'sub', 'mul', 'div']",,10,0.676811824,0.31631133,x1*x2*(x2*x3 + x2 + x3*x4),4,3,2,0.005,3.6406,0.0187,1.9702,57.577,0.205428341
590,5000,0.03,1.385524986,26.69160318,0.252462803,0.191780103,0.111919124,0.099893577,1.966885577,603.1365056,603.9717088,143.4413228,175.782918,2.812607087,50,"['add', 'sub', 'mul', 'div']",,10,0.191780103,0.099893577,x4*(x2*x4 + x3**2),4,2,2,0.005,2.9161,-0.0686,1.9356,27.522,0.509903428
591,5000,0.03,0.218462441,34.91127658,0.09068833,0.075997093,0.232180682,0.09216061,3.649164412,601.6111176,600.8871443,171.5330815,71.53833055,3.850816255,50,"['add', 'sub', 'mul', 'div']",,10,0.09068833,0.09216061,x1**2*x2*x3 + x1*x2*x3**2 + x1 + x2**2,3,4,2,0.02,3.8192,1.2592,2.5544,52.956,0.101628888
592,5000,0.03,3.468001167,31.2784729,1.094776509,0.86099717,0.552618131,0.467443861,6.839675327,619.948209,601.5796525,223.7909505,215.471899,10.17292584,50,"['add', 'sub', 'mul', 'div']",,10,1.094776509,0.467443861,x3*(x1**2*x3**2 + x1*x2**2 + x2**3*x3 + x3**2 + x3),3,5,3,0.02,10.235,1.2412,5.9119,140.2,0.547704234
593,5000,0.03,1.350198807,31.27301979,1.458756201,0.126812093,0.654592544,0.244362117,7.105300338,607.7484465,604.846843,357.6960738,36.9067173,7.104395792,50,"['add', 'sub', 'mul', 'div']",,10,0.126812093,0.244362117,x3*x4*(4*x1*x2 + 1),4,5,1,0.005,7.3634,-0.0263,4.2097,91.615,-0.004408253
594,5000,0.03,0.068871553,27.84969831,0.09997777,0.069102614,0.097491501,0.075130466,1.816725352,601.9850955,603.5018911,49.2450254,26.85226703,3.194901478,50,"['add', 'sub', 'mul', 'div']",,10,0.069102614,0.075130466,x2*(x1**2 + x2 + 1),2,3,2,0.005,3.2517,1.2776,2.4271,19.599,0.676086822
595,5000,0.03,0.080434421,27.43397141,0.080683184,0.080660481,0.100547269,0.091976491,2.714293355,602.6567223,600.1985674,78.17224383,35.19786501,3.716998905,50,"['add', 'sub', 'mul', 'div']",,10,0.080683184,0.091976491,2*x1*x2 + x1 + 2*x2,2,5,1,0.005,3.6626,-0.0253,2.6927,23.143,0.466719112
596,5000,0.03,0.253590457,35.33782554,1.165865815,0.25345188,1.284247608,0.283705981,18.43957544,603.6834989,601.308701,219.7882679,44.8075428,18.47471685,50,"['add', 'sub', 'mul', 'div']",,10,1.165865815,0.283705981,2*x1**3*x2**3 + x1**2 + x2,2,4,3,0.01,17.363,1.2537,8.1698,229.46,-0.000763521
597,5000,0.03,0.069969439,29.95101833,0.070037326,0.070015276,0.078626272,0.073693458,2.730389182,600.7554574,600.5820682,68.30634761,21.14461374,3.073329724,50,"['add', 'sub', 'mul', 'div']",,10,0.070037326,0.073693458,2*x1*x2 + x1 + x2,2,4,1,0.05,3.0675,-0.0203,2.252,19.444,0.209750096
598,5000,0.03,3.741739673,27.76459527,1.607332966,1.473616398,0.842671628,1.027259258,5.085037735,600.326602,600.5338569,359.7673621,289.0361483,5.261759543,50,"['add', 'sub', 'mul', 'div']",,10,1.473616398,0.842671628,x2*x4*(x1*x2*x3 + x1*x3**2*x4 + x2*x3**2 + x2*x4),4,4,2,0.005,6.3198,1.7491,3.187,125.76,0.064020389
599,5000,0.03,30.21257572,42.3618474,23.84294961,20.0354771,29.22260957,11.37002835,31.58827657,601.3829579,606.0896423,42.04927945,644.6976297,31.65133336,50,"['add', 'sub', 'mul', 'div']",,10,23.84294961,11.37002835,x2*(x1**2*x2**2*x3**3*x4**2*x5 + x3*x4*x5**3 + 1),5,3,3,0.01,31.031,-0.2828,8.1222,898.12,0.002949016
600,5000,0.03,0.039935527,40.99581051,0.039931844,0.039931023,0.052154914,0.050560579,0.039971356,609.2552288,603.6840086,44.24185014,30.58071947,1.637945972,50,"['add', 'sub', 'mul', 'div']",,10,0.039931844,0.050560579,x1 + x2,5,2,1,0.005,1.6322,0.0238,1.3326,7.9869,0.999404476
601,5000,0.03,2.774079016,40.05796003,1.022231684,0.996573395,0.441544566,0.442134621,3.259623262,611.5048296,608.6411457,614.2459991,286.3507884,3.259209149,50,"['add', 'sub', 'mul', 'div']",,10,0.996573395,0.442134621,x1*x2*x3**2*x4 + x3**2 + x4**2,4,3,2,0.005,3.1832,2.638,2.9046,40.042,-0.001032279
602,5000,0.03,2.351410001,42.60113096,1.168508927,1.109045271,0.604343178,0.542829212,3.063391712,603.4829278,600.9287429,493.9678857,372.5896699,3.279490232,50,"['add', 'sub', 'mul', 'div']",,10,1.109045271,0.542829212,x1*x2*x3*x4*x5 + x1*x3*x4 + x1 + x3*x4 + x3*x5,5,5,1,0.005,3.3272,0.0092,2.2472,44.727,0.127205344
603,5000,0.03,28.05319669,51.35332227,29.07209494,17.99090965,12.05477872,11.29735237,40.31428885,604.622822,607.1078687,529.2478917,530.6423175,42.93238122,50,"['add', 'sub', 'mul', 'div']",,10,29.07209494,12.05477872,x1**3*x2**2*x3**3*x5 + x1**3*x3*x4**2 + x1**2*x2**2*x3**2*x4**3 + x1**2*x4 + x3**2*x4**3,5,5,3,0.01,32.344,-0.4818,11.742,1142.5,0.117805132
604,5000,0.03,0.090315881,44.89000154,0.161663248,0.090378533,0.103899175,0.098469407,2.956892994,600.297358,628.6369872,77.93879414,48.78711891,4.204789406,50,"['add', 'sub', 'mul', 'div']",,10,0.161663248,0.098469407,x2*(2*x1**2 + x2),2,3,2,0.01,4.324,1.3396,3.0891,30.447,0.505479908
605,5000,0.03,11.32548318,43.435004,6.597631469,5.681733301,4.019178708,4.862895644,12.09087682,602.31323,663.0442042,631.1853542,457.4328358,12.10746256,50,"['add', 'sub', 'mul', 'div']",,10,6.597631469,4.019178708,x1*(x1*x2*x3**2*x4*x5**2 + x1*x5**2 + x1 + x2**2*x3*x4**2*x5**2 + x3**2*x4),5,5,2,0.005,11.231,2.9124,5.2131,377.73,0.002734762
606,5000,0.03,2.020639146,43.34762335,0.364732383,0.582966238,0.465120659,0.210885567,4.014571564,602.6662798,604.1933165,519.4433715,166.994704,4.010696819,50,"['add', 'sub', 'mul', 'div']",,10,0.582966238,0.210885567,x3*x4*(2*x1*x2 + x2 + 1),4,4,1,0.005,3.9204,0.0034,2.2673,63.217,-0.002052978
607,5000,0.03,0.141260865,49.5574255,1.261908885,0.140995634,0.474314482,0.159093579,6.66770571,603.8888996,600.2871177,332.3997171,64.27800155,7.266392825,50,"['add', 'sub', 'mul', 'div']",,10,1.261908885,0.159093579,x1**2*x2**2*x3**2 + x1**2 + x1*x2**2*x3**2 + x2*x3**2 + x2,3,5,2,0.005,7.6943,3.7886,4.6643,103.38,0.157746448
608,5000,0.03,158.9356914,44.40407753,125.1080898,111.1253624,135.2701664,135.3842985,158.9877721,600.1926522,600.0505424,333.0193541,256.069634,159.175215,50,"['add', 'sub', 'mul', 'div']",,10,111.1253624,135.3842985,x5*(x1**3*x2**3*x3**3*x4**2*x5**2 + x1**3*x2**2*x3**2*x4**3 + x1**3*x2**2*x3**2*x4*x5**2 + x5**2),5,4,3,0.005,167.23,0.7244,25.416,8996.4,0.002212967
609,5000,0.03,0.096023182,49.24057841,0.198653166,0.094399642,0.127260077,0.111110587,4.040528525,610.9742568,601.1597755,152.4561017,67.4410429,4.543704398,50,"['add', 'sub', 'mul', 'div']",,10,0.198653166,0.111110587,x1*(x1*x2**2 + x1*x2 + x1 + x2**2),2,4,2,0.01,4.5312,3.1059,3.2065,36.279,0.209040817
610,5000,0.03,1.31618352,46.88775992,0.445077733,0.227727345,0.19938879,0.15579335,3.396304137,607.2352304,602.9677742,132.2525706,108.2321367,5.145025198,50,"['add', 'sub', 'mul', 'div']",,10,0.227727345,0.15579335,x1**2 + x1 + x2**3 + x2**2*x3**2 + x3**3,3,5,3,0.02,5.2928,3.121,4.3091,40.637,0.564244697
611,5000,0.03,1.616959349,51.17515445,4.366744215,1.605696332,1.973891968,0.894843596,11.18879695,602.91959,604.091181,396.4896927,79.78548861,11.263775,50,"['add', 'sub', 'mul', 'div']",,10,1.605696332,0.894843596,x3*(x1**3*x4**3 + x2*x3**2 + x2*x4 + 1),4,4,3,0.005,11.544,-0.1226,5.6318,264.66,0.010793565
612,5000,0.03,0.148610717,48.6762042,2.512763625,0.148647884,0.618189298,0.175703344,11.83546596,607.5829198,601.7007816,359.9457603,119.7451861,12.46069503,50,"['add', 'sub', 'mul', 'div']",,10,0.148647884,0.175703344,x2*x3*(2*x1**2*x2*x3 + 2*x1**2*x3 + 1),3,5,2,0.01,12.159,4.4941,5.0687,153.44,0.097766871
613,5000,0.03,0.119929288,46.01223421,0.119976419,0.12178456,0.120758915,0.120501046,0.120021091,601.8394156,600.6082342,36.61715722,43.48684263,4.598014684,50,"['add', 'sub', 'mul', 'div']",,10,0.119976419,0.120501046,4*x1,1,4,1,0.005,4.6033,-0.1184,3.9794,16.54,0.999318223
614,5000,0.03,2.596661505,55.09334922,0.310020537,0.254949903,0.379761231,0.247910916,5.461229525,602.6436579,605.9744143,152.6329007,249.4014051,7.897222223,50,"['add', 'sub', 'mul', 'div']",,10,0.310020537,0.247910916,x2*(x1**3*x2 + x1**3 + 2*x2**2 + x2),2,5,3,0.02,8.7542,1.1546,4.9867,92.377,0.521612396
615,5000,0.03,10.89130484,43.16241002,4.074426302,4.81526887,3.006894498,2.332875954,11.53154521,605.1156154,610.4436471,455.6915965,277.5438395,11.6141212,50,"['add', 'sub', 'mul', 'div']",,10,4.81526887,2.332875954,x1*(x1*x3**2*x4*x5**3 + 1),5,2,3,0.005,11.193,-0.1958,4.1143,282.39,0.014147783
616,5000,0.03,1.664434175,41.86729622,0.546222142,0.247133939,0.198643181,0.110752799,2.277502637,604.657537,600.65259,413.812916,227.1249437,2.262573556,50,"['add', 'sub', 'mul', 'div']",,10,0.546222142,0.110752799,x1*x2*x4*(x3 + 1),4,2,1,0.005,2.3124,0.0445,1.211,34.882,-0.014773184
617,5000,0.03,0.089062643,51.47263646,0.138978142,0.089127982,0.109053201,0.095438992,3.927548335,705.7762873,602.2603135,49.8667109,35.75177097,3.927502562,50,"['add', 'sub', 'mul', 'div']",,10,0.138978142,0.095438992,3*x1*x2,2,3,1,0.01,3.9321,0.0438,2.9334,23.574,-0.001165991
618,5000,0.03,0.057717196,44.01143622,0.057722543,0.057828112,0.059563897,0.058770126,0.057707293,600.5829668,603.3172081,22.53994489,18.93043756,2.310485857,50,"['add', 'sub', 'mul', 'div']",,10,0.057722543,0.058770126,2*x1,1,2,1,0.005,2.3069,-0.0151,1.9907,8.1512,0.999375673
619,5000,0.03,0.118314812,46.34983206,0.118298883,0.118284416,0.120938939,0.118578007,0.118313027,600.219414,602.7684224,28.2565968,35.47264218,4.664155871,50,"['add', 'sub', 'mul', 'div']",,10,0.118298883,0.118578007,4*x1,1,4,1,0.01,4.6445,-0.0382,4.026,16.613,0.999356402
620,5000,0.03,0.043021967,46.54395723,0.043960127,0.043071322,0.047596697,0.045258002,1.212252122,603.1748292,601.1661892,56.99318743,34.19679546,1.696868523,50,"['add', 'sub', 'mul', 'div']",,10,0.043960127,0.045258002,x2*(x2 + 1),2,2,3,0.005,1.6681,1.3431,1.4276,6.4743,0.489432581
621,5000,0.03,1.592271333,52.25988078,2.658362631,1.433987488,1.133976508,0.303426149,7.099631217,608.7204168,629.2480333,659.6584134,250.3382657,7.093814508,50,"['add', 'sub', 'mul', 'div']",,10,1.433987488,0.303426149,x1*(x1**2*x2**2*x5 + x3*x4**2),5,2,3,0.005,6.8807,0.0688,3.4197,102.16,-0.002543339
622,5000,0.03,0.160537575,60.53314543,0.157417888,0.154334279,0.177793239,0.157315101,1.237630143,601.0931828,601.9072032,176.6831386,46.34132004,6.487900114,50,"['add', 'sub', 'mul', 'div']",,10,0.157417888,0.157315101,x1*(x1**2 + 3),1,4,3,0.005,6.3385,-0.2446,5.0037,28.339,0.963605259
623,5000,0.03,0.063237881,48.79582453,0.06324484,0.063241415,0.063780694,0.064186392,0.063241873,602.3146195,602.4593818,21.41501474,21.5630126,2.30463049,50,"['add', 'sub', 'mul', 'div']",,10,0.063241415,0.063780694,2*x1,1,2,2,0.005,2.3177,-0.0631,2.0189,8.2163,0.999246286
624,5000,0.03,0.039714802,45.26062632,0.039774605,0.039753674,0.044233356,0.04412525,0.039768405,600.347892,607.2152183,73.78560352,50.21036768,1.699677244,50,"['add', 'sub', 'mul', 'div']",,10,0.039753674,0.044233356,x2 + x3,3,2,1,0.005,1.664,0.0577,1.3631,8.0147,0.999452314
625,5000,0.03,0.059863978,54.32414222,0.059957643,0.059924965,0.071433761,0.061125991,1.197651124,600.8692765,600.2986286,41.15474868,43.42366529,2.54702058,50,"['add', 'sub', 'mul', 'div']",,10,0.059924965,0.061125991,x1*(x1 + 2),1,3,2,0.01,2.5946,1.3412,1.9999,9.3231,0.778633101
626,5000,0.03,0.050520792,46.08252716,0.050663843,0.050645226,0.055932818,0.057546629,1.344368014,605.3858383,600.3712916,66.78719831,41.36400914,2.102202727,50,"['add', 'sub', 'mul', 'div']",,10,0.050645226,0.057546629,x1*x2 + x1 + x2,2,3,1,0.005,2.0925,-0.0107,1.6237,11.69,0.590940169
627,5000,0.03,0.04242703,51.1117425,0.042490803,0.042481649,0.043918728,0.044116549,1.19490078,603.0060225,601.2413919,60.0082128,26.40626836,1.667832626,50,"['add', 'sub', 'mul', 'div']",,10,0.042481649,0.043918728,x1*(x1 + 1),1,2,2,0.005,1.675,1.3379,1.4182,6.3783,0.486700239
628,5000,0.03,3.342802218,44.98930049,1.285856686,1.50331152,0.550744665,0.646767559,4.251328989,606.951174,600.8020377,537.444809,715.7538021,5.066639187,50,"['add', 'sub', 'mul', 'div']",,10,1.50331152,0.550744665,x1*(x2**2*x3*x4**2 + x3**2 + 1),4,3,2,0.005,5.1346,-0.0063,3.1615,87.252,0.295848054
629,5000,0.03,0.064106694,57.14209414,0.064877678,0.06412975,0.078916875,0.069604304,2.654764105,601.3149867,602.6863208,85.46681452,52.01608062,2.84028213,50,"['add', 'sub', 'mul', 'div']",,10,0.064877678,0.069604304,x2*(2*x1 + 1),2,3,1,0.03,2.871,-0.0324,2.0993,19.443,0.126364941
630,5000,0.03,1.551489112,59.34436107,0.119329338,0.311490739,0.2041394,0.180167145,3.273113223,603.4100399,602.2566988,179.7849538,141.5994077,3.426833273,50,"['add', 'sub', 'mul', 'div']",,10,0.311490739,0.180167145,x1*x2*x3**2 + x2 + 2*x3**2,3,4,2,0.005,3.6092,2.7173,3.2031,29.447,0.087576249
631,5000,0.03,0.121506997,49.27003002,0.121472097,0.12145429,0.181551553,0.134026416,5.313857322,600.3152208,611.3175998,59.7165184,67.82147026,5.302683105,50,"['add', 'sub', 'mul', 'div']",,10,0.121472097,0.134026416,4*x1*x2,2,4,1,0.005,5.2863,0.0229,4.0024,31.022,-0.008880785
632,5000,0.03,0.077134917,48.9453218,0.199997415,0.07712704,0.145498222,0.089279627,3.764614821,602.180706,601.087013,232.888108,50.55776906,3.759573041,50,"['add', 'sub', 'mul', 'div']",,10,0.199997415,0.089279627,x1*(x1 + x3**3),3,2,3,0.005,3.6488,1.2863,2.5201,30.372,-0.002736565
633,5000,0.03,7.477313858,50.66821814,1.052312025,1.496252533,0.932175405,0.620307847,8.660566754,607.4745791,612.8483751,211.2652714,637.6281507,10.04344574,50,"['add', 'sub', 'mul', 'div']",,10,1.496252533,0.620307847,x1**2*(x1*x2**2*x3**2 + 1),3,2,3,0.005,10.158,1.4697,4.3075,184.48,0.256418028
634,5000,0.03,2.45151471,52.50099778,1.491345839,1.861768084,0.819128078,0.72890389,6.266479914,601.9026368,603.457166,910.0354381,465.7419474,6.251432773,50,"['add', 'sub', 'mul', 'div']",,10,1.861768084,0.72890389,x2*x4*(x1**2*x3 + 2*x1*x2 + x1*x3**2 + x3),4,5,2,0.02,6.9939,-0.0756,3.5872,129.1,-0.00794851
635,5000,0.03,0.090656942,47.73373246,0.093318526,0.090621092,0.09861142,0.094926248,2.648947988,605.580457,602.2807226,71.96446657,35.07666087,4.712911538,50,"['add', 'sub', 'mul', 'div']",,10,0.093318526,0.094926248,x1*(x1**2 + 2*x1 + 1),1,4,3,0.05,4.7785,2.6434,2.9874,20.402,0.683669334
636,5000,0.03,0.186581742,51.40721464,0.616326182,0.186940419,0.681505482,0.226760652,10.65180914,600.8309126,603.9622331,323.8163228,51.31857204,12.5961923,50,"['add', 'sub', 'mul', 'div']",,10,0.616326182,0.226760652,x1**3*x2**3 + x1**3*x2**2 + x1**3 + x1**2*x2 + x2,2,5,3,0.02,12.729,-0.2053,6.1552,191.59,0.284809182
637,5000,0.03,1.300117735,48.66196871,9.325344472,1.223508148,3.632652422,0.436000038,30.83008952,605.7982004,604.4083858,1098.594849,173.0034275,31.90455012,50,"['add', 'sub', 'mul', 'div']",,10,9.325344472,0.436000038,x1**3*x2**3*x3**3 + x1**2*x2**3*x3**2 + x2 + x3**3,3,4,3,0.03,30.344,-0.0815,9.6607,913.85,0.066044097
638,5000,0.03,0.069104849,44.4598937,0.098276964,0.069129162,0.092930902,0.073777237,2.688831456,608.5177166,600.6316774,53.5843792,41.32270861,3.100046453,50,"['add', 'sub', 'mul', 'div']",,10,0.098276964,0.073777237,2*x1*x2 + x1 + x2,2,4,1,0.005,3.1286,0.028,2.2879,19.192,0.245638682
639,5000,0.03,0.099886071,43.56235409,0.099839892,0.099820925,0.10413517,0.102290489,2.394244785,602.5770075,601.9086924,42.82508421,27.26114178,4.317460486,50,"['add', 'sub', 'mul', 'div']",,10,0.099839892,0.102290489,x1*(2*x1 + 3),1,5,3,0.01,4.224,2.66,3.238,15.412,0.692470472
640,5000,0.03,0.06153688,41.97539353,0.061593676,0.061594594,0.06187198,0.061514675,0.061576234,604.7594068,600.6193354,19.95426035,18.56513476,2.259248812,50,"['add', 'sub', 'mul', 'div']",,10,0.061593676,0.061514675,2*x1,1,2,1,0.005,2.3005,-0.0182,1.9918,8.1808,0.999256346
641,5000,0.03,0.178301082,49.38596177,4.743741003,0.17825491,2.384054922,0.197855507,10.66333897,600.6569755,600.3335278,683.8095262,127.4228554,10.77210577,50,"['add', 'sub', 'mul', 'div']",,10,4.743741003,0.197855507,x1**2*x2**2*x3**2*x4**2 + x1**2*x2 + x2**2 + x3**2 + x3*x4**2,4,5,2,0.005,10.855,5.6395,5.9002,156.44,0.019655838
642,5000,0.03,1.57914212,42.43321466,0.449756073,0.632865695,0.216057076,0.150127931,2.64449918,602.3529549,601.5885124,264.5905745,237.3591044,3.155566562,50,"['add', 'sub', 'mul', 'div']",,10,0.632865695,0.150127931,x1*x3*x4 + x1*x4 + x1 + x2*x3*x5 + x2,5,5,1,0.01,2.9629,0.0648,2.1926,29.698,0.297683036
643,5000,0.03,0.05764601,42.58060193,0.256475456,0.057711059,0.100219913,0.066759667,2.412098386,604.3000169,602.3039036,218.2009017,62.8080678,2.647359462,50,"['add', 'sub', 'mul', 'div']",,10,0.057711059,0.066759667,x1*x4 + x2*x3 + x2*x4 + x2,4,4,1,0.005,2.5896,-0.0309,1.937,22.186,0.16546746
644,5000,0.03,0.065874541,44.33444071,0.343026787,0.065912317,0.20940736,0.07340737,3.214130444,605.8085699,601.7698257,162.7845552,55.45061946,3.215743136,50,"['add', 'sub', 'mul', 'div']",,10,0.343026787,0.07340737,x2*(x1*x2*x3 + x1*x3 + x1 + x2),3,4,2,0.005,3.2803,1.3122,2.1525,44.754,0.000235229
645,5000,0.03,0.14661449,41.56147933,0.146644109,0.1467612,0.19194592,0.162153971,6.520023136,601.2904809,600.2892087,60.32368755,34.817168,6.529570872,50,"['add', 'sub', 'mul', 'div']",,10,0.146644109,0.162153971,5*x1*x2,2,5,1,0.005,6.6572,-0.0971,4.9422,39.165,0.002370334
646,5000,0.03,1.887840039,47.54395938,1.754758046,1.195017782,0.991527245,0.481199142,4.566731035,604.9765832,601.1382504,369.2821646,342.5204558,4.568324642,50,"['add', 'sub', 'mul', 'div']",,10,1.195017782,0.481199142,x1**2*x2*x4 + x1*x2*x3*x5**2 + x3*x4*x5**2,5,3,2,0.005,4.4957,-0.0141,2.6938,72.54,-0.00044582
647,5000,0.03,0.037584935,39.22975779,0.037618775,0.037576511,0.047495135,0.039690655,1.308994529,603.4599481,603.0869799,50.33899879,32.95376706,1.708503489,50,"['add', 'sub', 'mul', 'div']",,10,0.037618775,0.039690655,x2*(x1 + 1),2,2,3,0.005,1.749,-0.0201,1.2478,11.538,0.412278792
648,5000,0.03,1.450816294,46.59894371,0.136987604,0.13780391,0.185673609,0.155291522,4.231767655,604.3536465,612.9856958,186.5479379,74.43344879,7.064840956,50,"['add', 'sub', 'mul', 'div']",,10,0.13780391,0.155291522,x1*(x1**2*x2 + x1**2 + x1 + x2**2 + 1),2,5,3,0.01,6.924,1.4592,4.3943,65.705,0.639952592
649,5000,0.03,0.040241646,40.36346436,0.162722985,0.040264657,0.095281161,0.048338115,1.554529403,601.4099061,603.1420498,124.8735285,60.00297427,2.008885658,50,"['add', 'sub', 'mul', 'div']",,10,0.040264657,0.048338115,x3*(x1*x2 + 1),3,2,1,0.01,1.9321,-0.0223,1.3693,17.123,0.400994566
650,5000,0.03,0.081849582,43.48698282,0.11808731,0.081845044,0.107347381,0.084502996,2.176642797,601.0395935,601.6674137,78.66984892,73.7055831,2.649771895,50,"['add', 'sub', 'mul', 'div']",,10,0.11808731,0.084502996,x1**2 + x1*x2**2 + x2**2,2,3,2,0.005,2.6694,2.654,2.6545,15.725,0.324984131
651,5000,0.03,0.154614663,42.2524209,0.155128206,0.154593625,0.158597224,0.156523514,2.441696753,600.6273077,600.703968,82.91617823,38.38563657,7.09902919,50,"['add', 'sub', 'mul', 'div']",,10,0.155128206,0.156523514,2*x1**3 + x1,1,3,3,0.005,7.1349,0.0285,5.0135,36.223,0.881415429
652,5000,0.03,0.257647154,43.38286495,0.730058306,0.149829478,0.345218385,0.069208938,2.692941912,606.4778731,604.0503972,233.8452969,92.96670508,2.693257867,50,"['add', 'sub', 'mul', 'div']",,10,0.730058306,0.069208938,x1*x3*x4*(x2 + 1),4,2,1,0.005,2.3892,0.025,1.2597,36.195,6.00E-05
653,5000,0.03,8.891667859,40.95641756,6.73338159,11.00447072,7.833510217,8.869301182,12.20798792,605.7150774,605.5275609,291.1185305,21.90924287,13.14186818,50,"['add', 'sub', 'mul', 'div']",,10,11.00447072,7.833510217,x1**2*x3**2*(x1*x2**2*x4*x5 + x1 + x2*x4**2*x5),5,3,3,0.005,17.159,0.2294,5.2886,755.31,0.136750074
